0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2005-09-13T10:00:00,16.6,14.5,87.31,0.0,0.0,,0.0,0.0,10.4,212.0,1025.1,90.0,,,
2005-09-13T11:00:00,18.2,13.9,75.79,0.0,0.0,,0.0,0.0,13.5,205.0,1024.7,64.2,,,
2005-09-13T12:00:00,19.2,13.4,69.0,0.0,0.0,,0.0,0.0,14.5,199.0,1024.4,82.8,,,
2005-09-13T13:00:00,20.3,13.2,63.49,0.0,0.0,,0.0,0.0,13.6,207.0,1023.7,68.5,,,
2005-09-13T14:00:00,20.8,12.6,59.5,0.0,0.0,,0.0,0.0,15.2,203.0,1023.2,48.6,,,
2005-09-13T15:00:00,21.1,12.9,59.19,0.0,0.0,,0.0,0.0,15.4,192.0,1022.7,45.5,,,
2005-09-13T16:00:00,21.3,12.4,56.82,0.0,0.0,,0.0,0.0,15.2,196.0,1022.4,45.5,,,
2005-09-13T17:00:00,20.8,12.7,59.81,0.0,0.0,,0.0,0.0,16.1,196.0,1021.7,25.8,,,
2005-09-13T18:00:00,20.2,13.1,63.78,0.0,0.0,,0.0,0.0,12.9,196.0,1021.1,34.3,,,
2005-09-13T19:00:00,18.8,13.2,70.01,0.0,0.0,,0.0,0.0,12.4,199.0,1021.3,50.8,,,
2005-09-13T20:00:00,17.7,13.3,75.19,0.0,0.0,,0.0,0.0,12.9,200.0,1021.3,67.0,,,
2005-09-13T21:00:00,17.1,13.7,80.52,0.0,0.0,,0.0,0.0,13.6,208.0,1021.0,68.5,,,
2005-09-13T22:00:00,16.3,13.5,83.93,0.0,0.0,,0.0,0.0,13.2,229.0,1020.7,48.4,,,
2005-09-13T23:00:00,15.7,13.6,87.06,0.0,0.0,,0.0,0.0,15.3,233.0,1020.3,33.3,,,
2005-09-14T00:00:00,15.3,13.3,87.9,0.0,0.0,,0.0,0.0,16.7,234.0,1020.0,33.3,,,
2005-09-14T01:00:00,15.0,12.9,87.57,0.0,0.0,,0.0,0.0,17.4,237.0,1019.6,33.3,,,
2005-09-14T02:00:00,14.7,12.7,87.79,0.0,0.0,,0.0,0.0,19.1,231.0,1019.3,33.3,,,
2005-09-14T03:00:00,14.6,12.6,87.76,0.0,0.0,,0.0,0.0,20.9,239.0,1018.3,41.7,,,
2005-09-14T04:00:00,15.1,12.6,85.31,0.0,0.0,,0.0,0.0,24.3,230.0,1018.0,50.0,,,
2005-09-14T05:00:00,15.1,12.7,85.37,0.0,0.0,,0.0,0.0,25.0,239.0,1017.8,55.6,,,
2005-09-14T06:00:00,15.3,12.8,84.67,0.0,0.0,,0.0,0.0,24.0,239.0,1018.1,68.8,,,
2005-09-14T07:00:00,15.4,13.0,85.54,0.058,100.0,rain,0.0,0.0,24.3,250.0,1018.2,79.4,,,
2005-09-14T08:00:00,15.9,13.5,85.54,0.0,0.0,,0.0,0.0,21.7,250.0,1018.6,78.7,,,
2005-09-14T09:00:00,17.0,14.3,84.17,0.0,0.0,,0.0,0.0,23.3,251.0,1018.8,63.7,,,
2005-09-14T10:00:00,18.7,15.1,79.68,0.0,0.0,,0.0,0.0,28.7,263.0,1019.0,77.9,,,
2005-09-14T11:00:00,19.8,15.7,77.33,0.0,0.0,,0.0,0.0,25.1,266.0,1019.3,91.9,,,
2005-09-14T12:00:00,20.5,16.1,75.79,0.0,0.0,,0.0,0.0,22.5,270.0,1019.3,91.9,,,
2005-09-14T13:00:00,21.3,16.0,72.08,0.0,0.0,,0.0,0.0,22.5,270.0,1019.4,71.6,,,
2005-09-14T14:00:00,22.5,16.4,68.4,0.0,0.0,,0.0,0.0,24.4,267.0,1019.6,57.5,,,
2005-09-14T15:00:00,22.4,15.6,65.25,0.0,0.0,,0.0,0.0,21.7,271.0,1019.4,56.5,,,
2005-09-14T16:00:00,22.8,15.3,62.76,0.0,0.0,,0.0,0.0,18.4,288.0,1019.6,64.2,,,
2005-09-14T17:00:00,22.8,14.4,59.2,0.0,0.0,,0.0,0.0,17.9,287.0,1019.6,50.5,,,
2005-09-14T18:00:00,22.1,15.1,64.83,0.0,0.0,,0.0,0.0,17.0,299.0,1019.3,77.3,,,
2005-09-14T19:00:00,20.6,14.5,67.93,0.0,0.0,,0.0,0.0,11.3,298.0,1019.6,32.8,,,
2005-09-14T20:00:00,18.9,14.1,73.8,0.0,0.0,,0.0,0.0,9.5,305.0,1020.3,13.7,,,
2005-09-14T21:00:00,17.3,13.6,78.72,0.0,0.0,,0.0,0.0,8.3,325.0,1020.7,22.5,,,
2005-09-14T22:00:00,16.1,13.3,83.07,0.0,0.0,,0.0,0.0,6.2,320.0,1019.6,24.4,,,
2005-09-14T23:00:00,14.8,12.5,86.11,0.0,0.0,,0.0,0.0,4.5,323.0,1020.7,13.3,,,
2005-09-15T00:00:00,14.2,11.8,85.7,0.0,0.0,,0.0,0.0,9.1,326.0,1020.7,13.3,,,
2005-09-15T01:00:00,13.0,11.2,88.88,0.0,0.0,,0.0,0.0,8.4,305.0,1020.0,15.6,,,
2005-09-15T02:00:00,12.4,10.6,89.18,0.0,0.0,,0.0,0.0,4.5,299.0,1019.6,5.0,,,
2005-09-15T03:00:00,11.8,10.6,92.48,0.0,0.0,,0.0,0.0,6.6,256.0,1019.3,37.5,,,
2005-09-15T04:00:00,12.0,11.0,93.71,0.0,0.0,,0.0,0.0,7.0,236.0,1018.6,54.9,,,
2005-09-15T05:00:00,12.5,11.1,91.13,0.0,0.0,,0.0,0.0,7.7,232.0,1018.3,60.2,,,
2005-09-15T06:00:00,12.7,11.1,90.06,0.0,0.0,,0.0,0.0,8.5,232.0,1017.8,57.4,,,
2005-09-15T07:00:00,13.3,11.8,90.73,0.0,0.0,,0.0,0.0,7.5,208.0,1016.9,71.7,,,
2005-09-15T08:00:00,13.9,12.5,91.13,0.0,0.0,,0.0,0.0,9.9,231.0,1016.4,58.2,,,
2005-09-15T09:00:00,14.5,13.9,95.9,0.0,0.0,,0.0,0.0,11.0,208.0,1016.1,68.2,,,
2005-09-15T10:00:00,14.9,14.4,96.6,0.0,0.0,,0.0,0.0,11.3,203.0,1015.2,75.1,,,
2005-09-15T11:00:00,15.8,15.2,96.56,0.0,0.0,,0.0,0.0,12.3,205.0,1014.2,82.2,,,
2005-09-15T12:00:00,17.1,16.0,93.1,0.0,0.0,,0.0,0.0,13.2,214.0,1013.3,87.4,,,
2005-09-15T13:00:00,17.9,16.4,91.17,2.305,100.0,rain,0.0,0.0,17.2,230.0,1012.2,62.6,,,
2005-09-15T14:00:00,18.0,17.5,96.89,0.0,0.0,,0.0,0.0,16.5,224.0,1011.2,60.8,,,
2005-09-15T15:00:00,18.6,17.8,95.19,0.0,0.0,,0.0,0.0,16.9,233.0,1010.0,78.9,,,
2005-09-15T16:00:00,19.9,18.2,90.35,0.156,100.0,rain,0.0,0.0,19.5,237.0,1008.6,56.8,,,
2005-09-15T17:00:00,19.8,18.1,89.91,0.0,0.0,,0.0,0.0,21.1,251.0,1007.6,73.7,,,
2005-09-15T18:00:00,19.2,17.1,87.98,0.0,0.0,,0.0,0.0,23.6,265.0,1007.6,53.1,,,
2005-09-15T19:00:00,18.0,15.8,86.69,2.486,100.0,rain,0.0,0.0,25.0,298.0,1007.8,61.8,,,
2005-09-15T20:00:00,16.3,15.0,91.97,0.0,0.0,,0.0,0.0,17.9,326.0,1008.5,76.8,,,
2005-09-15T21:00:00,15.1,13.7,91.15,0.0,0.0,,0.0,0.0,18.3,7.0,1009.1,76.8,,,
2005-09-15T22:00:00,14.1,13.2,93.9,0.208,100.0,rain,0.0,0.0,20.0,2.0,1009.6,72.5,,,
2005-09-15T23:00:00,13.2,12.5,95.63,0.0,0.0,,0.0,0.0,24.5,17.0,1010.2,71.6,,,
2005-09-16T00:00:00,12.5,11.6,94.66,0.0,0.0,,0.0,0.0,27.2,19.0,1011.2,59.8,,,
2005-09-16T01:00:00,11.8,10.9,94.37,3.78,100.0,rain,0.0,0.0,26.8,19.0,1011.5,59.8,,,
2005-09-16T02:00:00,11.4,10.5,94.46,0.0,0.0,,0.0,0.0,25.6,9.0,1011.5,58.8,,,
2005-09-16T03:00:00,11.0,,93.36,0.0,0.0,,0.0,0.0,23.0,11.0,1011.9,61.9,,,
2005-09-16T04:00:00,10.9,9.5,91.03,0.024,100.0,rain,0.0,0.0,22.4,1.0,1012.5,52.7,,,
2005-09-16T05:00:00,10.9,9.2,89.79,0.0,0.0,,0.0,0.0,21.8,6.0,1012.9,63.9,,,
2005-09-16T06:00:00,10.6,9.0,89.78,0.0,0.0,,0.0,0.0,19.5,4.0,1013.5,56.3,,,
2005-09-16T07:00:00,10.4,8.6,88.85,1.929,100.0,rain,0.0,0.0,18.8,4.0,1014.2,72.0,,,
2005-09-16T08:00:00,11.0,8.4,84.17,0.0,0.0,,0.0,0.0,20.8,7.0,1015.2,90.0,,,
2005-09-16T09:00:00,11.6,8.8,82.86,0.0,0.0,,0.0,0.0,19.4,3.0,1015.9,54.1,,,
2005-09-16T10:00:00,12.3,8.3,76.82,0.0,0.0,,0.0,0.0,28.5,16.0,1016.6,40.5,,,
2005-09-16T11:00:00,13.2,7.6,69.05,0.0,0.0,,0.0,0.0,31.6,15.0,1017.3,36.9,,,
2005-09-16T12:00:00,14.2,6.5,59.67,0.0,0.0,,0.0,0.0,31.4,25.0,1017.8,31.7,,,
2005-09-16T13:00:00,13.7,6.4,61.22,0.022,100.0,rain,0.0,0.0,31.4,24.0,1018.0,57.1,,,
2005-09-16T14:00:00,14.0,6.8,61.76,0.0,0.0,,0.0,0.0,27.0,8.0,1018.3,40.6,,,
2005-09-16T15:00:00,14.0,7.3,63.99,0.0,0.0,,0.0,0.0,25.8,15.0,1019.0,48.2,,,
2005-09-16T16:00:00,13.1,6.1,62.32,0.0,0.0,,0.0,0.0,33.2,21.0,1019.3,59.5,,,
2005-09-16T17:00:00,12.3,6.3,66.77,0.0,0.0,,0.0,0.0,26.6,6.0,1019.6,44.9,,,
2005-09-16T18:00:00,11.8,5.3,64.12,0.0,0.0,,0.0,0.0,25.5,3.0,1020.2,73.0,,,
2005-09-16T19:00:00,10.8,5.1,67.72,0.194,100.0,rain,0.0,0.0,22.4,7.0,1020.7,26.0,,,
2005-09-16T20:00:00,9.5,4.6,71.31,0.0,0.0,,0.0,0.0,16.0,1.0,1021.3,18.3,,,
2005-09-16T21:00:00,8.9,4.9,76.23,0.0,0.0,,0.0,0.0,13.3,348.0,1022.0,50.0,,,
2005-09-16T22:00:00,8.5,4.9,78.0,0.0,0.0,,0.0,0.0,13.0,341.0,1022.4,50.0,,,
2005-09-16T23:00:00,8.0,4.9,80.54,0.0,0.0,,0.0,0.0,14.8,334.0,1022.7,30.0,,,
2005-09-17T00:00:00,7.2,4.4,82.25,0.0,0.0,,0.0,0.0,13.7,330.0,1023.0,30.0,,,
2005-09-17T01:00:00,7.2,3.8,79.29,0.0,0.0,,0.0,0.0,14.6,330.0,,,,,
2005-09-17T02:00:00,6.8,3.9,82.05,0.0,0.0,,0.0,0.0,14.3,334.0,1023.0,50.0,,,
2005-09-17T03:00:00,6.4,4.0,84.4,0.0,0.0,,0.0,0.0,14.7,326.0,1023.0,90.0,,,
2005-09-17T04:00:00,6.1,4.0,86.66,0.0,0.0,,0.0,0.0,13.2,325.0,1023.4,50.0,,,
2005-09-17T05:00:00,5.8,3.7,86.16,0.0,0.0,,0.0,0.0,14.4,325.0,1023.7,30.0,,,
2005-09-17T06:00:00,5.7,3.6,86.49,0.0,0.0,,0.0,0.0,13.8,327.0,1024.0,30.0,,,
2005-09-17T07:00:00,5.6,3.8,88.13,0.144,100.0,rain,0.0,0.0,13.1,321.0,1024.4,30.0,,,
2005-09-17T08:00:00,6.7,4.4,85.08,0.0,0.0,,0.0,0.0,15.8,331.0,1025.1,50.0,,,
2005-09-17T09:00:00,8.3,5.3,81.46,0.0,0.0,,0.0,0.0,15.8,339.0,1025.4,75.0,,,
2005-09-17T10:00:00,10.2,6.3,77.22,0.0,0.0,,0.0,0.0,16.7,338.0,1025.4,81.7,,,
2005-09-17T11:00:00,12.2,6.5,67.82,0.0,0.0,,0.0,0.0,17.6,348.0,1025.4,81.7,,,
2005-09-17T12:00:00,13.4,5.4,58.41,0.0,0.0,,0.0,0.0,16.3,349.0,1025.4,53.9,,,
2005-09-17T13:00:00,13.4,4.5,54.68,0.0,0.0,,0.0,0.0,15.9,340.0,1025.4,40.8,,,
2005-09-17T14:00:00,14.0,4.1,51.38,0.0,0.0,,0.0,0.0,15.5,348.0,1025.4,44.8,,,
2005-09-17T15:00:00,14.9,3.7,46.96,0.0,0.0,,0.0,0.0,15.4,323.0,1025.1,41.0,,,
2005-09-17T16:00:00,14.3,3.5,48.38,0.0,0.0,,0.0,0.0,14.4,331.0,1025.1,28.7,,,
2005-09-17T17:00:00,14.6,2.3,43.25,0.0,0.0,,0.0,0.0,12.3,319.0,1024.7,37.7,,,
2005-09-17T18:00:00,14.2,2.9,46.57,0.0,0.0,,0.0,0.0,9.1,321.0,1024.7,21.1,,,
2005-09-17T19:00:00,13.0,5.0,58.15,0.0,0.0,,0.0,0.0,5.6,301.0,1024.7,50.0,,,
2005-09-17T20:00:00,10.9,4.9,66.71,0.0,0.0,,0.0,0.0,3.0,258.0,1025.4,23.3,,,
2005-09-17T21:00:00,10.1,5.1,71.48,0.0,0.0,,0.0,0.0,4.8,252.0,1025.7,18.2,,,
2005-09-17T22:00:00,9.5,5.2,74.32,0.0,0.0,,0.0,0.0,5.9,267.0,1025.7,29.8,,,
2005-09-17T23:00:00,9.6,5.9,78.1,0.0,0.0,,0.0,0.0,7.6,262.0,1026.1,68.9,,,
2005-09-18T00:00:00,10.1,6.6,78.86,0.0,0.0,,0.0,0.0,7.2,273.0,1026.1,89.7,,,
2005-09-18T01:00:00,10.0,7.2,82.64,0.0,0.0,,0.0,0.0,5.4,275.0,,77.8,,,
2005-09-18T02:00:00,10.1,7.0,81.21,0.0,0.0,,0.0,0.0,7.9,272.0,1025.7,81.0,,,
2005-09-18T03:00:00,9.9,7.1,82.39,0.0,0.0,,0.0,0.0,8.3,265.0,1025.7,64.7,,,
2005-09-18T04:00:00,10.2,7.4,82.86,0.0,0.0,,0.0,0.0,7.5,251.0,1025.7,61.1,,,
2005-09-18T05:00:00,10.1,7.1,81.84,0.0,0.0,,0.0,0.0,7.7,242.0,1025.7,91.6,,,
2005-09-18T06:00:00,10.3,7.1,80.87,0.0,0.0,,0.0,0.0,8.3,251.0,1025.4,100.0,,,
2005-09-18T07:00:00,10.2,7.3,82.23,0.092,100.0,rain,0.0,0.0,9.5,253.0,1026.1,50.2,,,
2005-09-18T08:00:00,10.7,7.6,80.98,0.0,0.0,,0.0,0.0,9.2,257.0,1026.4,51.9,,,
2005-09-18T09:00:00,11.6,,82.0,0.0,0.0,,0.0,0.0,11.2,267.0,1026.8,43.0,,,
2005-09-18T10:00:00,13.1,9.1,76.74,0.0,0.0,,0.0,0.0,12.9,278.0,1026.8,56.7,,,
2005-09-18T11:00:00,14.4,9.7,73.43,0.0,0.0,,0.0,0.0,9.9,284.0,1027.1,79.4,,,
2005-09-18T12:00:00,15.1,10.1,72.24,0.0,0.0,,0.0,0.0,10.6,274.0,1027.1,52.3,,,
2005-09-18T13:00:00,15.6,10.7,72.62,0.0,0.0,,0.0,0.0,10.1,268.0,1027.1,52.3,,,
2005-09-18T14:00:00,15.6,11.0,73.83,0.0,0.0,,0.0,0.0,7.7,285.0,1026.8,60.7,,,
2005-09-18T15:00:00,15.6,11.0,74.42,0.0,0.0,,0.0,0.0,6.9,296.0,1026.8,63.7,,,
2005-09-18T16:00:00,15.5,11.4,76.62,0.0,0.0,,0.0,0.0,7.6,319.0,1026.4,87.8,,,
2005-09-18T17:00:00,15.4,11.5,77.65,0.0,0.0,,0.0,0.0,3.4,268.0,1026.4,100.0,,,
2005-09-18T18:00:00,15.3,11.6,78.83,0.0,0.0,,0.0,0.0,4.3,256.0,1026.4,68.3,,,
2005-09-18T19:00:00,14.8,12.0,83.17,0.0,0.0,,0.0,0.0,5.0,264.0,1026.4,94.9,,,
2005-09-18T20:00:00,14.6,12.2,85.32,0.0,,,0.0,0.0,3.4,201.0,1026.4,94.9,,,
2005-09-18T21:00:00,14.5,12.1,85.54,0.0,0.0,,0.0,0.0,4.6,256.0,1026.8,100.0,,,
2005-09-18T22:00:00,14.2,12.3,88.66,0.0,0.0,,0.0,0.0,3.2,245.0,1026.8,100.0,,,
2005-09-18T23:00:00,14.2,12.4,88.8,0.0,0.0,,0.0,0.0,2.4,215.0,1026.8,100.0,,,
2005-09-19T00:00:00,13.9,12.3,90.33,0.0,0.0,,0.0,0.0,4.4,230.0,1026.8,100.0,,,
2005-09-19T01:00:00,13.7,12.3,91.35,0.0,0.0,,0.0,0.0,2.7,302.0,1026.4,100.0,,,
2005-09-19T02:00:00,13.6,12.4,92.4,0.0,0.0,,0.0,0.0,4.2,257.0,1026.4,81.1,,,
2005-09-19T03:00:00,13.6,12.4,92.08,0.0,0.0,,0.0,0.0,3.0,200.0,1026.4,87.4,,,
2005-09-19T04:00:00,13.6,12.2,91.03,0.0,0.0,,0.0,0.0,4.0,184.0,1026.1,97.9,,,
2005-09-19T05:00:00,13.6,11.8,89.02,0.0,0.0,,0.0,0.0,4.3,208.0,1025.7,100.0,,,
2005-09-19T06:00:00,13.4,11.8,90.02,0.0,0.0,,0.0,0.0,5.2,199.0,1025.4,100.0,,,
2005-09-19T07:00:00,13.1,11.7,91.15,0.0,0.0,,0.0,0.0,5.8,195.0,1025.7,82.6,,,
2005-09-19T08:00:00,13.6,11.8,88.57,0.0,0.0,,0.0,0.0,5.5,198.0,1025.9,78.7,,,
2005-09-19T09:00:00,14.3,11.9,85.43,0.0,0.0,,0.0,0.0,6.8,184.0,1025.7,88.6,,,
2005-09-19T10:00:00,15.5,11.2,75.57,0.0,0.0,,0.0,0.0,9.8,200.0,1025.7,56.3,,,
2005-09-19T11:00:00,16.7,9.7,63.55,0.0,0.0,,0.0,0.0,12.2,217.0,1025.4,48.8,,,
2005-09-19T12:00:00,17.4,9.6,60.38,0.0,0.0,,0.0,0.0,12.6,228.0,1025.4,50.1,,,
2005-09-19T13:00:00,18.2,8.8,54.2,0.0,0.0,,0.0,0.0,13.3,207.0,1025.1,51.6,,,
2005-09-19T14:00:00,18.2,8.8,54.13,0.0,0.0,,0.0,0.0,13.6,214.0,1024.5,49.1,,,
2005-09-19T15:00:00,18.7,9.2,54.07,0.0,0.0,,0.0,0.0,15.9,223.0,1024.0,52.7,,,
2005-09-19T16:00:00,18.5,9.0,54.0,0.0,0.0,,0.0,0.0,15.5,219.0,1023.5,52.7,,,
2005-09-19T17:00:00,18.2,9.3,55.82,0.0,0.0,,0.0,0.0,14.4,204.0,1023.4,31.2,,,
2005-09-19T18:00:00,17.0,9.9,62.91,0.0,0.0,,0.0,0.0,13.6,206.0,1023.5,45.6,,,
2005-09-19T19:00:00,15.2,10.1,71.83,0.0,0.0,,0.0,0.0,8.9,217.0,1023.5,39.5,,,
2005-09-19T20:00:00,14.0,10.0,76.88,0.0,0.0,,0.0,0.0,5.1,224.0,1023.7,68.5,,,
2005-09-19T21:00:00,13.3,9.8,79.15,0.0,0.0,,0.0,0.0,4.6,210.0,1023.7,46.9,,,
2005-09-19T22:00:00,12.9,9.7,80.67,0.0,0.0,,0.0,0.0,7.1,217.0,1023.5,46.9,,,
2005-09-19T23:00:00,12.5,9.5,81.78,,0.0,,0.0,0.0,8.1,225.0,1023.7,65.0,,,
2005-09-20T00:00:00,12.1,9.6,84.65,0.0,0.0,,0.0,0.0,8.4,218.0,1023.7,90.0,,,
2005-09-20T01:00:00,11.4,9.6,88.74,0.0,0.0,,0.0,0.0,9.0,235.0,1023.7,65.0,,,
2005-09-20T02:00:00,11.4,9.7,89.64,0.0,0.0,,0.0,0.0,8.0,229.0,1023.4,81.7,,,
2005-09-20T03:00:00,10.8,9.6,92.18,0.0,0.0,,0.0,0.0,7.6,240.0,1023.4,59.0,,,
2005-09-20T04:00:00,10.6,9.5,93.29,0.0,0.0,,0.0,0.0,7.7,247.0,1023.4,71.8,,,
2005-09-20T05:00:00,10.5,9.4,92.63,0.0,0.0,,0.0,0.0,8.0,246.0,1023.4,74.3,,,
2005-09-20T06:00:00,10.5,9.2,92.06,0.0,0.0,,0.0,0.0,8.3,242.0,1023.0,54.4,,,
2005-09-20T07:00:00,11.2,10.0,92.57,0.0,0.0,,0.0,0.0,9.0,244.0,1023.2,87.4,,,
2005-09-20T08:00:00,12.3,10.5,88.78,0.0,0.0,,0.0,0.0,8.3,236.0,1023.7,81.0,,,
2005-09-20T09:00:00,13.7,11.2,84.77,0.0,0.0,,0.0,0.0,12.0,245.0,1024.0,72.5,,,
2005-09-20T10:00:00,14.8,11.7,81.47,0.0,0.0,,0.0,0.0,13.3,259.0,1024.0,90.7,,,
2005-09-20T11:00:00,14.8,12.6,87.12,0.0,0.0,,0.0,0.0,10.5,254.0,1024.2,71.7,,,
2005-09-20T12:00:00,16.2,13.6,84.32,0.0,0.0,,0.0,0.0,9.7,254.0,1024.0,84.3,,,
2005-09-20T13:00:00,17.7,13.8,77.81,0.0,0.0,,0.0,0.0,11.4,257.0,1023.8,69.9,,,
2005-09-20T14:00:00,18.9,13.5,71.01,0.0,0.0,,0.0,0.0,10.2,263.0,1023.7,68.5,,,
2005-09-20T15:00:00,19.6,13.2,66.9,0.0,0.0,,0.0,0.0,6.8,248.0,1023.4,49.0,,,
2005-09-20T16:00:00,20.0,13.1,64.09,0.0,0.0,,0.0,0.0,6.3,260.0,1023.0,48.6,,,
2005-09-20T17:00:00,19.9,13.0,64.26,0.0,0.0,,0.0,0.0,4.7,227.0,1022.7,72.2,,,
2005-09-20T18:00:00,19.4,13.5,68.72,0.0,0.0,,0.0,0.0,5.9,160.0,1022.8,59.0,,,
2005-09-20T19:00:00,18.4,13.4,72.97,0.0,0.0,,0.0,0.0,7.7,52.0,1023.0,48.6,,,
2005-09-20T20:00:00,16.8,13.6,81.57,0.0,0.0,,0.0,0.0,7.8,169.0,1023.2,84.8,,,
2005-09-20T21:00:00,15.4,13.2,86.41,0.0,0.0,,0.0,0.0,7.2,168.0,1023.5,42.1,,,
2005-09-20T22:00:00,15.2,13.1,87.53,0.0,0.0,,0.0,0.0,9.4,96.0,1023.5,74.3,,,
2005-09-20T23:00:00,14.8,13.0,89.42,0.0,0.0,,0.0,0.0,7.5,196.0,1023.4,59.3,,,
2005-09-21T00:00:00,14.2,12.8,91.35,0.0,0.0,,0.0,0.0,7.8,201.0,1023.4,47.0,,,
2005-09-21T01:00:00,13.5,12.6,94.08,0.0,0.0,,0.0,0.0,7.7,204.0,1023.0,32.9,,,
2005-09-21T02:00:00,13.3,12.5,94.91,0.0,0.0,,0.0,0.0,5.7,209.0,1023.0,28.4,,,
2005-09-21T03:00:00,12.8,12.1,95.59,0.0,0.0,,0.0,0.0,7.4,223.0,1023.0,53.9,,,
2005-09-21T04:00:00,12.8,12.3,96.42,0.0,0.0,,0.0,0.0,6.1,231.0,1022.7,69.7,,,
2005-09-21T05:00:00,12.4,11.9,96.84,0.0,0.0,,0.0,0.0,6.4,265.0,1022.7,58.7,,,
2005-09-21T06:00:00,12.7,12.4,98.41,0.0,0.0,,0.0,0.0,6.7,210.0,1022.7,25.6,,,
